"path;""id"";""parent_id"";""level"";""object_id"";""object_type"";""object_key"";""query_status"";""query_time"";""query_type"";""text""",,,
"Rudawkurdish/1509452028606566405;""21932"";""21685"";""1"";""1509452028606566405"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:16.816602"";""Twitter:/search/tweets"";""تەعدایە لەسەر ماف و ئازادی تاكه‌كه‌سی و هیچیتر. ئەم جۆرە بڕیارانە هیچ سوودی نییە، تەنها بۆ ئەوانەی ڕۆژووش دەگرن سوو… https://t.co/i615QmE1Kz""",,,
"Rudawkurdish/1509451353738956804;""21933"";""21685"";""1"";""1509451353738956804"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:16.816602"";""Twitter:/search/tweets"";""کەیت بێدینگفیڵد، گوتەبێژی کۆشکی سپی: ئەمریکا زانیاریی هەیە کە ڤلادیمیر پووتین، سەرۆکی رووسیا لەلایەن راوێژکارەکانیی… https://t.co/tVYyPI7ZIE""",,,
"Rudawkurdish/1509451103401873411;""21934"";""21685"";""1"";""1509451103401873411"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:16.816602"";""Twitter:/search/tweets"";""RT @mem_mirxan: Waliyê Dihokê Elî Tater biryar da ku di meha Remezanê de li cihên giştî xwarin û vexwarinê qedexe bike.""",,,
"Rudawkurdish/1509450246664896512;""21935"";""21685"";""1"";""1509450246664896512"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:16.816602"";""Twitter:/search/tweets"";""Ev binpêkirina mafên azadiya kesîne! https://t.co/BfA78fLQ2B""",,,
"Rudawkurdish/1509449963218030600;""21936"";""21685"";""1"";""1509449963218030600"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:16.816602"";""Twitter:/search/tweets"";""@Rudawkurdish پێشێل کردنی  مافی تاکی کوردە کە باوریان بە رەمەزان نیە""",,,
"Rudawkurdish/1509449520714760193;""21937"";""21685"";""1"";""1509449520714760193"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:16.816602"";""Twitter:/search/tweets"";""@Rudawkurdish 🙌""",,,
"Rudawkurdish/1509448095469350918;""21938"";""21685"";""1"";""1509448095469350918"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:16.816602"";""Twitter:/search/tweets"";""@Rudawkurdish insan haia har daxi a amana barrozhu nabe""",,,
"Rudawkurdish/1509447784423960576;""21939"";""21685"";""1"";""1509447784423960576"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:16.816602"";""Twitter:/search/tweets"";""Both Kurdistan and Iraq prevent people from eating publicly and close down all liquor stores for the duration of Ra… https://t.co/vEL8XqLUrt""",,,
"Rudawkurdish/1509447100932796424;""21940"";""21685"";""1"";""1509447100932796424"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:16.816602"";""Twitter:/search/tweets"";""RT @MiranShamall: «کوردستان واتە پێکەوە ژیان، بەو مەرجەی تۆ هەموو شتێکی منت قبوڵ بێ و منیش حسابی تاکێ قۆنەرە بۆ بیر و باوەڕی یەک بەشەر ناکە…""",,,
"Rudawkurdish/Rudawkurdish;""21941"";""21685"";""1"";""Rudawkurdish"";""offcut"";"""";""fetched (200)"";""2022-04-01 18:09:16.816602"";""Twitter:/search/tweets"";""""",,,
"Rudawkurdish/1509444495477288960;""21942"";""21685"";""1"";""1509444495477288960"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.183586"";""Twitter:/search/tweets"";""@Rudawkurdish دەی چاکە کێشە نییە بە مەرجێک ڕۆژوەوانەکانیش ڕێگایان پێ نەدرێت بە ڕۆژ بچنە ناو شوێنە گشتییەکان لەبەر بۆنی ناخۆشی دم و زاریان.""",,,
"Rudawkurdish/1509444418260066311;""21943"";""21685"";""1"";""1509444418260066311"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.183586"";""Twitter:/search/tweets"";""لیژنەی بینینی مانگ کۆدەبێتەوە https://t.co/VQ6EmbsYmG""",,,
"Rudawkurdish/1509444407631695873;""21944"";""21685"";""1"";""1509444407631695873"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.183586"";""Twitter:/search/tweets"";""This country continues to go backward. Socially and politically. https://t.co/wfgwZ4VtVI""",,,
"Rudawkurdish/1509444352526925825;""21945"";""21685"";""1"";""1509444352526925825"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.183586"";""Twitter:/search/tweets"";""@Rudawkurdish سیستمی تاڵیبان""",,,
"Rudawkurdish/1509443749948145670;""21946"";""21685"";""1"";""1509443749948145670"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.183586"";""Twitter:/search/tweets"";""@Rudawkurdish ئەمیش با هەر گو بخوات""",,,
"Rudawkurdish/1509443144710082561;""21947"";""21685"";""1"";""1509443144710082561"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.183586"";""Twitter:/search/tweets"";""بڕیارەکەت پێچۆنە؟  رێگە بە کەس نادرێت لە شوێنە گشتییەکان بە ئاشكرا خواردن و خواردنەوە بخوات و بخواتەوە https://t.co/hk44Sp3Rkf""",,,
"Rudawkurdish/1509442528843808769;""21948"";""21685"";""1"";""1509442528843808769"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.183586"";""Twitter:/search/tweets"";""لە هۆڵەندا رۆژنامەڤان و بازرگانێکی کورد دەکوژرێن https://t.co/arwXHtGSUR""",,,
"Rudawkurdish/1509439116349431811;""21949"";""21685"";""1"";""1509439116349431811"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.183586"";""Twitter:/search/tweets"";""RT @GashaAry: Let's -for the sake of argument- set aside kids", women who’re on their periods, non-muslims," or just ppl who don't want to fa…"""
"Rudawkurdish/1509438251278475264;""21950"";""21685"";""1"";""1509438251278475264"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.183586"";""Twitter:/search/tweets"";""رووسیا: گفتوگۆکان ئەرێنین، بەڵام بۆ وەستاندنی شەڕ کارێکی زۆر ماوە بکرێت https://t.co/tesvpDuOUw""",,,
"Rudawkurdish/1509438209507434506;""21951"";""21685"";""1"";""1509438209507434506"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.183586"";""Twitter:/search/tweets"";""یەکێک لەو یاریزانانەی لە رووداوێکی هاتووچۆدا گیانی لەدەستدا؛ 15 رۆژە بووەتە باوک https://t.co/bf01ABioCS""",,,
"Rudawkurdish/1509436778687696903;""21952"";""21685"";""1"";""1509436778687696903"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.183586"";""Twitter:/search/tweets"";""It’s so interesting that Kurds love to brag about the fact that we are a diverse nation"," but yet keep pretending we… https://t.co/VBuRvteLrA""",,
"Rudawkurdish/1509435444953595905;""21953"";""21685"";""1"";""1509435444953595905"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.183586"";""Twitter:/search/tweets"";""@marcyliin @Rudawkurdish هههههه زەخمە هەبوایە دارو بەرد ئەبوو بە جڕت خانە""",,,
"Rudawkurdish/1509432467895246852;""21954"";""21685"";""1"";""1509432467895246852"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.183586"";""Twitter:/search/tweets"";""@Rudawkurdish ئەی بۆ خۆی قەدەغە نیە؟!""",,,
"Rudawkurdish/1509425780446613504;""21955"";""21685"";""1"";""1509425780446613504"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.183586"";""Twitter:/search/tweets"";""RT @GashaAry: Let's -for the sake of argument- set aside kids", women who’re on their periods, non-muslims," or just ppl who don't want to fa…"""
"Rudawkurdish/1509425007566508037;""21956"";""21685"";""1"";""1509425007566508037"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.183586"";""Twitter:/search/tweets"";""@Rudawkurdish ئەی بۆ یەکجاری لە ناو ماڵەکانیش نایکەن؟ بۆ خۆیان ئاسانترە.""",,,
"Rudawkurdish/Rudawkurdish;""21957"";""21685"";""1"";""Rudawkurdish"";""offcut"";"""";""fetched (200)"";""2022-04-01 18:09:17.183586"";""Twitter:/search/tweets"";""""",,,
"Rudawkurdish/1509423900169494531;""21958"";""21685"";""1"";""1509423900169494531"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.542626"";""Twitter:/search/tweets"";""پاش ئەوەی ئیمارات نیگەران دەبێ لە هەڵوێستی درەنگوەختی ئەمریکا لەبارەی مووشەکی حوسییەکان بۆسەر ئەبوزەبی، ئەنتۆنی بلی… https://t.co/UvgYo7MS9x""",,,
"Rudawkurdish/1509418753892757505;""21959"";""21685"";""1"";""1509418753892757505"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.542626"";""Twitter:/search/tweets"";""@Rudawkurdish Xalê Elî"," gelo ti karê te yê dî nîne? Bi hezaran mirovên ne misilman serdana Dihokê dikin. Plana te j… https://t.co/0SGxBOkTcz""",,
"Rudawkurdish/1509417413871288324;""21960"";""21685"";""1"";""1509417413871288324"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.542626"";""Twitter:/search/tweets"";""ئەو خەڵکە بۆ دیسان یاتاغی سوڕانووەو کەر بۆیەوە !؟  خۆی ھەرکە رەمەزان یەت ھەموو مەتعەمەکان پەرۆی سپی ئەیەن بەسەر دەر… https://t.co/lUg9jeaq1B""",,,
"Rudawkurdish/1509416905924300801;""21961"";""21685"";""1"";""1509416905924300801"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.542626"";""Twitter:/search/tweets"";""بەهۆی خۆپێشاندانی بەشێک لە مامۆستایان و فەرمانبەرانی زانکۆی سلێمانی، دەرگەی زانکۆ داخراوە و خوێندکاران ناتوانن بچنە… https://t.co/JyBEwirVwC""",,,
"Rudawkurdish/1509408786397728768;""21962"";""21685"";""1"";""1509408786397728768"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.542626"";""Twitter:/search/tweets"";""هەر بێ ئەوەی هوکمەت مەمنوعی بکا بەخۆمان کە بەرۆژی نین قەت لە پیش چاوی خەلکی شتی ناخۆین لە بازاری وەکی رێزەک نەک بە… https://t.co/SYDuZJ5Vdp""",,,
"Rudawkurdish/1509406157345067011;""21963"";""21685"";""1"";""1509406157345067011"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.542626"";""Twitter:/search/tweets"";""Bila herî bi tiştên esasî mijûl bibê  LoL  Biryara wî jî şermezar dikim https://t.co/CwDF3nYXSv""",,,
"Rudawkurdish/1509396187933290512;""21964"";""21685"";""1"";""1509396187933290512"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.542626"";""Twitter:/search/tweets"";""سبەی هەینی، رووسیا و ئۆکراینا بە ئۆنلاین بەردەوامی بە گفتوگۆکانیان دەدەن.   #RussiaUkraineWar""",,,
"Rudawkurdish/1509395754691055616;""21965"";""21685"";""1"";""1509395754691055616"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.542626"";""Twitter:/search/tweets"";""ڤۆلۆدیمیر زیلینسکی، سەرۆکی ئۆکراینا هۆشداری لە هێرشێکی نوێی رووسیا بۆسەر ناوچەکانی رۆژهەڵاتی ئۆکراینا دەدات. دەشڵێت… https://t.co/Mt1A2qBZjJ""",,,
"Rudawkurdish/1509391899240583173;""21966"";""21685"";""1"";""1509391899240583173"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.542626"";""Twitter:/search/tweets"";""@Rudawkurdish پێم هیچە با مەلهاکان داخەن""",,,
"Rudawkurdish/1509387231751987204;""21967"";""21685"";""1"";""1509387231751987204"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.542626"";""Twitter:/search/tweets"";""Waliyê Dihokê Elî Tater biryar da ku di meha Remezanê de li cihên giştî xwarin û vexwarinê qedexe bike. https://t.co/GGg2iZB6qJ""",,,
"Rudawkurdish/1509386574177394690;""21968"";""21685"";""1"";""1509386574177394690"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.542626"";""Twitter:/search/tweets"";""نرخی نەوت و زێڕ دابەزی https://t.co/JqgG08evCk""",,,
"Rudawkurdish/1509386350440689665;""21969"";""21685"";""1"";""1509386350440689665"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.542626"";""Twitter:/search/tweets"";""RT @RudawTurkce: 🔹Rûdaw Medya Grubu #Sorani servisi Twitter hesabının 1 milyonuncu takipçisi kim olacak?""",,,
"Rudawkurdish/1509386118277607425;""21970"";""21685"";""1"";""1509386118277607425"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.542626"";""Twitter:/search/tweets"";""RT @MiranShamall: «کوردستان واتە پێکەوە ژیان، بەو مەرجەی تۆ هەموو شتێکی منت قبوڵ بێ و منیش حسابی تاکێ قۆنەرە بۆ بیر و باوەڕی یەک بەشەر ناکە…""",,,
"Rudawkurdish/1509378531641499648;""21971"";""21685"";""1"";""1509378531641499648"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.542626"";""Twitter:/search/tweets"";""@Rudawkurdish هەست ئەکەم کوردستان وا خەریکە ئەبێتە ئەفغانستان، خۆ داعش تەنها لە سوریا و موسل نیە، هەیە داعشە بەڵام بە قات و ریبات.""",,,
"Rudawkurdish/1509377628872097792;""21972"";""21685"";""1"";""1509377628872097792"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.542626"";""Twitter:/search/tweets"";""@Rudawkurdish لا حول ولا قوة إلا بالعقل، اف چیاااا... اف چی بئ هشییه...""",,,
"Rudawkurdish/Rudawkurdish;""21973"";""21685"";""1"";""Rudawkurdish"";""offcut"";"""";""fetched (200)"";""2022-04-01 18:09:17.542626"";""Twitter:/search/tweets"";""""",,,
"Rudawkurdish/1509371018170847235;""21974"";""21685"";""1"";""1509371018170847235"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.930624"";""Twitter:/search/tweets"";""What are they trying to say/prove?? https://t.co/sAHXu6eF44""",,,
"Rudawkurdish/1509370909026668546;""21975"";""21685"";""1"";""1509370909026668546"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.930624"";""Twitter:/search/tweets"";""@Rudawkurdish بەلێ""",,,
"Rudawkurdish/1509356060045451268;""21976"";""21685"";""1"";""1509356060045451268"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.930624"";""Twitter:/search/tweets"";""@Rudawkurdish له‌مانگی ڕه‌مه‌زانی پیرۆزدا، ڕۆژووگرتن قه‌ده‌غه‌یه‌...""",,,
"Rudawkurdish/1509342934449201154;""21977"";""21685"";""1"";""1509342934449201154"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.930624"";""Twitter:/search/tweets"";""@marcyliin @Rudawkurdish داوا لە شریکە بکە بەشکەم زیادی بکەن""",,,
"Rudawkurdish/1509342022762569733;""21978"";""21685"";""1"";""1509342022762569733"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.930624"";""Twitter:/search/tweets"";""@Rudawkurdish اەو ناوانەت پی چونە؟؟  دەولەتی ایسلامی كوردستان و شام: داكش  دەولەتی ایسلامی كوردستان و عراق: داكع  د… https://t.co/QqjoaYDZK2""",,,
"Rudawkurdish/1509336196148867073;""21979"";""21685"";""1"";""1509336196148867073"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.930624"";""Twitter:/search/tweets"";""@Rudawkurdish دەولەتی اسلامی هە ریمی كوردستان: داهك  حمه ي آمين بيوه ژن، كه پيغمبري عيسلام بوو، بەقەد ایوە موسلمان… https://t.co/lqH2ATUwgy""",,,
"Rudawkurdish/1509332772426498049;""21980"";""21685"";""1"";""1509332772426498049"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.930624"";""Twitter:/search/tweets"";""@Rudawkurdish پەیوەندییان بەس لە گەڵ جاشەکان هەیە""",,,
"Rudawkurdish/1509332351687577604;""21981"";""21685"";""1"";""1509332351687577604"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.930624"";""Twitter:/search/tweets"";""@Rudawkurdish ڕووداو یش ئەڵین امنت باللە""",,,
"Rudawkurdish/1509326183934140418;""21982"";""21685"";""1"";""1509326183934140418"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.930624"";""Twitter:/search/tweets"";""@Rudawkurdish ئەحمەقە. خۆ هەر موسلمان لە دهۆک ناژی""",,,
"Rudawkurdish/1509320876331839493;""21983"";""21685"";""1"";""1509320876331839493"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.930624"";""Twitter:/search/tweets"";""@Rudawkurdish دەستی خۆش بێ""",,,
"Rudawkurdish/1509307913881456647;""21984"";""21685"";""1"";""1509307913881456647"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.930624"";""Twitter:/search/tweets"";""دەڵێی ئەو بڕیارانە مەجموعەیەک منداڵی قۆناغی سەرەتایی دەینووسن! سەدان هەزار کەسی ناموسڵمانت هەیە، موسڵمانت هەیە نەخۆ… https://t.co/npr4S6Rbh4""",,,
"Rudawkurdish/1509307049770995715;""21985"";""21685"";""1"";""1509307049770995715"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.930624"";""Twitter:/search/tweets"";""RT @Rudawkurdish: بڕیارەکەت پێچۆنە؟  عەلی تەتەر، پارێزگاری دهۆک بڕیاریداوە لە مانگی رەمەزان خواردن و خواردنەوە لە شوێنی گشتی قەدەخە بکات ht…""",,,
"Rudawkurdish/1509298842692431872;""21986"";""21685"";""1"";""1509298842692431872"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.930624"";""Twitter:/search/tweets"";""@Rudawkurdish من""",,,
"Rudawkurdish/1509295591276400647;""21987"";""21685"";""1"";""1509295591276400647"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.930624"";""Twitter:/search/tweets"";""@marcyliin @Rudawkurdish بەداخەوە تیای نییە ئەگینا زوزو بۆتۆم لێ ئەیا""",,,
"Rudawkurdish/1509295362862952453;""21988"";""21685"";""1"";""1509295362862952453"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:17.930624"";""Twitter:/search/tweets"";""@Rudawkurdish ئەگ لەو کەرە""",,,
"Rudawkurdish/Rudawkurdish;""21989"";""21685"";""1"";""Rudawkurdish"";""offcut"";"""";""fetched (200)"";""2022-04-01 18:09:17.930624"";""Twitter:/search/tweets"";""""",,,
"Rudawkurdish/1509291862057799681;""21990"";""21685"";""1"";""1509291862057799681"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.348469"";""Twitter:/search/tweets"";""RT @MiranShamall: «کوردستان واتە پێکەوە ژیان، بەو مەرجەی تۆ هەموو شتێکی منت قبوڵ بێ و منیش حسابی تاکێ قۆنەرە بۆ بیر و باوەڕی یەک بەشەر ناکە…""",,,
"Rudawkurdish/1509290651262885892;""21991"";""21685"";""1"";""1509290651262885892"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.348469"";""Twitter:/search/tweets"";""@Rudawkurdish بۆچی مرد""",,,
"Rudawkurdish/1509290430407622667;""21992"";""21685"";""1"";""1509290430407622667"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.348469"";""Twitter:/search/tweets"";""Each day pass it gets worst and worst . I dont know how this coco reach that point . There are pplz who have diabet… https://t.co/9loeyXCvCR""",,,
"Rudawkurdish/1509289363020070922;""21993"";""21685"";""1"";""1509289363020070922"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.348469"";""Twitter:/search/tweets"";""@Rudawkurdish Basha ez bsrmanm !! Ma ezdi ? Masi7i ??? Nsax ??? Shulker ??""",,,
"Rudawkurdish/1509289286570491923;""21994"";""21685"";""1"";""1509289286570491923"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.348469"";""Twitter:/search/tweets"";""@Rudawkurdish لۆ شێتم ئەنگۆ فۆلۆ کەم""",,,
"Rudawkurdish/1509287247505510402;""21995"";""21685"";""1"";""1509287247505510402"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.348469"";""Twitter:/search/tweets"";""گووی تەڕ https://t.co/y2DHFxtxdK""",,,
"Rudawkurdish/1509285113917755394;""21996"";""21685"";""1"";""1509285113917755394"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.348469"";""Twitter:/search/tweets"";""if you can’t handle seeing people eat while fasting then don’t fast"," this is not a fucking punishment we do it on o… https://t.co/JiYE7k5WiD""",,
"Rudawkurdish/1509285049207771136;""21997"";""21685"";""1"";""1509285049207771136"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.348469"";""Twitter:/search/tweets"";""@Rudawkurdish کوا ئیمۆجی جڕتی تیا نیە😂""",,,
"Rudawkurdish/1509284782970130434;""21998"";""21685"";""1"";""1509284782970130434"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.348469"";""Twitter:/search/tweets"";""@Rudawkurdish Badaxo unfollow kan ka follow kan zyatrn""",,,
"Rudawkurdish/1509284598756392960;""21999"";""21685"";""1"";""1509284598756392960"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.348469"";""Twitter:/search/tweets"";""@Rudawkurdish زوور باشه""",,,
"Rudawkurdish/1509284273819467777;""22000"";""21685"";""1"";""1509284273819467777"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.348469"";""Twitter:/search/tweets"";""@Rudawkurdish 999","132😂""",,
"Rudawkurdish/1509281749766971394;""22001"";""21685"";""1"";""1509281749766971394"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.348469"";""Twitter:/search/tweets"";""Afarin! Bardawam bo dwawa! https://t.co/t9xlLYpt6G""",,,
"Rudawkurdish/1509281687515054085;""22002"";""21685"";""1"";""1509281687515054085"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.348469"";""Twitter:/search/tweets"";""RT @MiranShamall: «کوردستان واتە پێکەوە ژیان، بەو مەرجەی تۆ هەموو شتێکی منت قبوڵ بێ و منیش حسابی تاکێ قۆنەرە بۆ بیر و باوەڕی یەک بەشەر ناکە…""",,,
"Rudawkurdish/1509281262912999425;""22003"";""21685"";""1"";""1509281262912999425"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.348469"";""Twitter:/search/tweets"";""@sshhhooxxaa96 @Rudawkurdish Awa loo?""",,,
"Rudawkurdish/1509280757604306948;""22004"";""21685"";""1"";""1509280757604306948"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.348469"";""Twitter:/search/tweets"";""ڤۆلۆدیمیر زیلینسکی، سەرۆکی ئۆکراینا: هیچ شتێک نادەینە رووسیا، شەڕ لەسەر مەتر بە مەتری ناوچەکەمان دەکەین  #Ukraine""",,,
"Rudawkurdish/Rudawkurdish;""22005"";""21685"";""1"";""Rudawkurdish"";""offcut"";"""";""fetched (200)"";""2022-04-01 18:09:18.348469"";""Twitter:/search/tweets"";""""",,,
"Rudawkurdish/1509280101770297350;""22006"";""21685"";""1"";""1509280101770297350"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.753433"";""Twitter:/search/tweets"";""پارێزگار حەزی لە ئەتێنشنە https://t.co/SYbaleoXO7""",,,
"Rudawkurdish/1509279883679215618;""22007"";""21685"";""1"";""1509279883679215618"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.753433"";""Twitter:/search/tweets"";""RT @GashaAry: Let's -for the sake of argument- set aside kids", women who’re on their periods, non-muslims," or just ppl who don't want to fa…"""
"Rudawkurdish/1509279449451094016;""22008"";""21685"";""1"";""1509279449451094016"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.753433"";""Twitter:/search/tweets"";""https://t.co/eGXxWMmivk https://t.co/12rslbxRFj""",,,
"Rudawkurdish/1509278575387680768;""22009"";""21685"";""1"";""1509278575387680768"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.753433"";""Twitter:/search/tweets"";""RT @MiranShamall: «کوردستان واتە پێکەوە ژیان، بەو مەرجەی تۆ هەموو شتێکی منت قبوڵ بێ و منیش حسابی تاکێ قۆنەرە بۆ بیر و باوەڕی یەک بەشەر ناکە…""",,,
"Rudawkurdish/1509278334647209984;""22010"";""21685"";""1"";""1509278334647209984"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.753433"";""Twitter:/search/tweets"";""@Kaklaraa2 @Rudawkurdish Nazanm such a stupid government xo hamooy musulman nin""",,,
"Rudawkurdish/1509278213540827138;""22011"";""21685"";""1"";""1509278213540827138"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.753433"";""Twitter:/search/tweets"";""RT @Kaklaraa2: @Rudawkurdish ئەم بڕیارانە بۆ ئەم جیلە نابێ😂 گاڵتەمان لە سجن و شەق و عیدامیش یێت، دوور مەبینە بەس لە ڕقا لەفە لەسەر جادە بخۆ…""",,,
"Rudawkurdish/1509277071339659276;""22012"";""21685"";""1"";""1509277071339659276"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.753433"";""Twitter:/search/tweets"";""RT @Rudawkurdish: چەند ژنێکی بەتەمەن لە باکووری کوردستان یاریی """"وەسەتێنە"""" دەکەن  ڤیدیۆکەیان ببینە https://t.co/V15n7m8sOl""",,,
"Rudawkurdish/1509276432530354183;""22013"";""21685"";""1"";""1509276432530354183"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.753433"";""Twitter:/search/tweets"";""RT @GashaAry: Let's -for the sake of argument- set aside kids", women who’re on their periods, non-muslims," or just ppl who don't want to fa…"""
"Rudawkurdish/1509276114685992965;""22014"";""21685"";""1"";""1509276114685992965"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.753433"";""Twitter:/search/tweets"";""چەند ژنێکی بەتەمەن لە باکووری کوردستان یاریی """"وەسەتێنە"""" دەکەن  ڤیدیۆکەیان ببینە https://t.co/V15n7m8sOl""",,,
"Rudawkurdish/1509275452095057927;""22015"";""21685"";""1"";""1509275452095057927"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.753433"";""Twitter:/search/tweets"";""گریانی بنەماڵەی ئەو یاریزانانەی ئەمڕۆ گیانیان لەدەستدا، لەسەر گۆڕی کوڕەکانیان  باوکی یەکێک لە یاریزانەکان: یەکەمجار… https://t.co/2HEGhwDzdz""",,,
"Rudawkurdish/1509274970450542593;""22016"";""21685"";""1"";""1509274970450542593"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.753433"";""Twitter:/search/tweets"";""@Rudawkurdish ئەم بڕیارانە بۆ ئەم جیلە نابێ😂 گاڵتەمان لە سجن و شەق و عیدامیش یێت، دوور مەبینە بەس لە ڕقا لەفە لەسەر جادە بخۆین!😂""",,,
"Rudawkurdish/1509274069878906887;""22017"";""21685"";""1"";""1509274069878906887"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:18.753433"";""Twitter:/search/tweets"";""RT @MiranShamall: «کوردستان واتە پێکەوە ژیان، بەو مەرجەی تۆ هەموو شتێکی منت قبوڵ بێ و منیش حسابی تاکێ قۆنەرە بۆ بیر و باوەڕی یەک بەشەر ناکە…""",,,
