"path;""id"";""parent_id"";""level"";""object_id"";""object_type"";""object_key"";""query_status"";""query_time"";""query_type"";""text""",,,
"Rudawkurdish/1509824906845995042;""21728"";""21685"";""1"";""1509824906845995042"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.319559"";""Twitter:/search/tweets"";""🔴بەپەلە  سێرگی لاڤرۆڤ، وەزیری دەرەوەی رووسیا: ئامانجی ئۆپەراسیۆنەکەمان لە ئۆکراینا، لەنێوبردنی ئەو چەکانەن کە دەبنە… https://t.co/CpcUIHW3aU""",,,
"Rudawkurdish/1509817938811015168;""21729"";""21685"";""1"";""1509817938811015168"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.319559"";""Twitter:/search/tweets"";""12:00.. وەڵامی پارتی و سوننەکان بۆ 'دەستپێشخەرییەکەی' سەدر  https://t.co/4kBcJSHnvk""",,,
"Rudawkurdish/1509816237689389085;""21730"";""21685"";""1"";""1509816237689389085"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.319559"";""Twitter:/search/tweets"";""Funny! It the government and politician who are constantly drunk and just for that month of Ramadan"," they want to b… https://t.co/ElJMcAu9a6""",,
"Rudawkurdish/1509815399084441600;""21731"";""21685"";""1"";""1509815399084441600"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.319559"";""Twitter:/search/tweets"";""ئەمڕۆ یەکی نیسانە کە دەگوترێت """"رۆژی درۆیە""""  گەورەترین درۆ کە بیستبێتت چی بووە لەم رۆژەدا؟ https://t.co/afHNWfaoV4""",,,
"Rudawkurdish/1509814282959175704;""21732"";""21685"";""1"";""1509814282959175704"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.319559"";""Twitter:/search/tweets"";""پێشمەرگە خۆی بۆ بەرپەرچدانەوەی پەلامارەکانی داعش لە مانگی رەمەزاندا ئامادە دەکات https://t.co/OwoL3G8oe1""",,,
"Rudawkurdish/Rudawkurdish;""21733"";""21685"";""1"";""Rudawkurdish"";""offcut"";"""";""fetched (200)"";""2022-04-01 18:09:12.319559"";""Twitter:/search/tweets"";""""",,,
"Rudawkurdish/1509812427248091153;""21734"";""21685"";""1"";""1509812427248091153"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.619705"";""Twitter:/search/tweets"";""@Rudawkurdish پێم خۆشە""",,,
"Rudawkurdish/1509807795029299200;""21735"";""21685"";""1"";""1509807795029299200"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.619705"";""Twitter:/search/tweets"";""هەڵوێستی پارتی و سوننەکان لەبارەی 'دەستپێشخەرییەکەی' سەدر https://t.co/BycXjRBqjP""",,,
"Rudawkurdish/1509803591200129026;""21736"";""21685"";""1"";""1509803591200129026"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.619705"";""Twitter:/search/tweets"";""نۆرەیەکی دوورودرێژ لە بەنزینخانەیەکی رووسیا  دوای ئەوەی رووسیا رایگەیاند، ئۆکراینا بە دوو هێلێکۆپتەر کۆگەی سووتەمەن… https://t.co/62YHfTuvKG""",,,
"Rudawkurdish/1509799573644001280;""21737"";""21685"";""1"";""1509799573644001280"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.619705"";""Twitter:/search/tweets"";""🔴بەپەلە  وەزارەتی بەرگریی رووسیا: 50 پێگەی ئۆکراینامان خاپوور کردووە  #UkraineRussiaWar""",,,
"Rudawkurdish/1509795203426750464;""21738"";""21685"";""1"";""1509795203426750464"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.619705"";""Twitter:/search/tweets"";""@AazSky @RAqrawi @Rudawkurdish 😁بژیت""",,,
"Rudawkurdish/1509791079020777484;""21739"";""21685"";""1"";""1509791079020777484"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.619705"";""Twitter:/search/tweets"";""RT @Rudawkurdish: فرۆشیارێک لە سلێمانی: هەڵووژە بۆیە ئەوەندە گرانە چونکە ژن حەزی لێیە، ئەگەر پیاو حەزی لێبوایە هەزار دیناری نەدەکرد https:/…""",,,
"Rudawkurdish/1509790432938577946;""21740"";""21685"";""1"";""1509790432938577946"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.619705"";""Twitter:/search/tweets"";""بڕیارێکی بایدن نرخی نەوت دادەبەزێنێت https://t.co/7IrdCY96ZH""",,,
"Rudawkurdish/1509784558690045954;""21741"";""21685"";""1"";""1509784558690045954"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.619705"";""Twitter:/search/tweets"";""چوارچێوەی هاوئاهەنگی: بە دەستپێشخەرییەک وەڵامی موقتەدا سەدر دەدەینەوە https://t.co/DO27tSSs3p""",,,
"Rudawkurdish/1509780810508947457;""21742"";""21685"";""1"";""1509780810508947457"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.619705"";""Twitter:/search/tweets"";""بەپەلە  رووسیا ئەم ڤیدیۆیانەی بڵاوکردووەتەوە و دەڵێت، دوو هێلیکۆپتەری ئۆکراینی هەشت کۆگەی سووتەمەنییان لە شاری بێلگ… https://t.co/i4dNapNmfs""",,,
"Rudawkurdish/1509775093748146176;""21743"";""21685"";""1"";""1509775093748146176"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.619705"";""Twitter:/search/tweets"";""🔴بەپەلە  رووسیا: ئۆکراینا هەشت کۆگەی سووتەمەنی لەنێو رووسیا بۆردوومان کردووە  #ukraine""",,,
"Rudawkurdish/1509774892560011264;""21744"";""21685"";""1"";""1509774892560011264"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.619705"";""Twitter:/search/tweets"";""🔴بەپەلە  رووسیا: لەم قۆناخەدا دانوستاندن لەگەڵ ناتۆ ئەستەمە و بێ ئەنجامە   #UkraineRussiaWar""",,,
"Rudawkurdish/1509774469144973312;""21745"";""21685"";""1"";""1509774469144973312"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.619705"";""Twitter:/search/tweets"";""@Rudawkurdish ئه مه ريكاي له شيطانش بزر مردووه به لام به بشتيواني خوداي كه وره كه ساني بسبور ئاشكرايان  كردووه ده ستيان خوشبيت""",,,
"Rudawkurdish/1509768857040433205;""21746"";""21685"";""1"";""1509768857040433205"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.619705"";""Twitter:/search/tweets"";""رێواسی ئەمساڵ پێگەیشتووە   دیمەنەکان چیای قەلەندەرە لە دەڤەری بارزان   عومەر شێرۆكی وێنەکانی بۆ رووداو ناردووە https://t.co/XK11vGmUHa""",,,
"Rudawkurdish/1509766509702393894;""21747"";""21685"";""1"";""1509766509702393894"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.619705"";""Twitter:/search/tweets"";""🔴بەپەلە  ڤۆلۆدیمیر زیلینسکی: رووسیا ئامادەکاری دەکات بۆ هێرش و بۆردوومانی بەهێز  #UkraineRussiaWar""",,,
"Rudawkurdish/1509762578230259756;""21748"";""21685"";""1"";""1509762578230259756"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:12.619705"";""Twitter:/search/tweets"";""@Rudawkurdish ئەدی ڵەم مانگە پیرۆزە حموووووو رۆژانی رازامان ڵە دەری کێف وخۆاردنەۆە ....""",,,
"Rudawkurdish/Rudawkurdish;""21749"";""21685"";""1"";""Rudawkurdish"";""offcut"";"""";""fetched (200)"";""2022-04-01 18:09:12.619705"";""Twitter:/search/tweets"";""""",,,
"Rudawkurdish/1509761888967700527;""21750"";""21685"";""1"";""1509761888967700527"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:13.028647"";""Twitter:/search/tweets"";""نرخی ئۆنسەیەک زێڕ 10 دۆلار بەرزدەبێتەوە https://t.co/foyAg2ijNm""",,,
"Rudawkurdish/1509761410242424833;""21751"";""21685"";""1"";""1509761410242424833"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:13.028647"";""Twitter:/search/tweets"";""@Rudawkurdish ڕەمەزانی داهاتوو: هەرکەسێك بە ئاشکرا خواردن و خواردنەوە بخوات ٥٠ جەڵدەی لێدەدرێت.""",,,
"Rudawkurdish/1509758932830629937;""21752"";""21685"";""1"";""1509758932830629937"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:13.028647"";""Twitter:/search/tweets"";""@Rudawkurdish بڕیارەکە زۆر باشە دەست خۆش""",,,
"Rudawkurdish/1509750209311649809;""21753"";""21685"";""1"";""1509750209311649809"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:13.028647"";""Twitter:/search/tweets"";""@Rudawkurdish دەک داڕزێن لۆ خۆتان و بڕیارتان هیچ و پووچینە""",,,
"Rudawkurdish/1509746718669213696;""21754"";""21685"";""1"";""1509746718669213696"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:13.028647"";""Twitter:/search/tweets"";""@Rudawkurdish روسيا لم يثق على اوربا التجمعات في تركيا""",,,
"Rudawkurdish/1509740309445545990;""21755"";""21685"";""1"";""1509740309445545990"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:13.028647"";""Twitter:/search/tweets"";""@Rudawkurdish دەست خۆش بێت""",,,
"Rudawkurdish/1509719365352148999;""21756"";""21685"";""1"";""1509719365352148999"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:13.028647"";""Twitter:/search/tweets"";""RT @AhmadMMustafa1: تا کەی ئەو فەرهەنگە بە نەگۆڕی دەمێنێتەو؟! پیسکردنی ژینگە گوزارشت لە فەرهەنگی ئەو نەتەوەیە دەکا کە کوردستان بە نیشتیمانی…""",,,
"Rudawkurdish/1509702278512619522;""21757"";""21685"";""1"";""1509702278512619522"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:13.028647"";""Twitter:/search/tweets"";""RT @milandomle: If someone spoke about this they would be like don’t turn it into a religious thing will IT ISSSSS""",,,
"Rudawkurdish/1509698251166994432;""21758"";""21685"";""1"";""1509698251166994432"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:13.028647"";""Twitter:/search/tweets"";""@Rudawkurdish Axr boya 7alman jwana hardula ba hawasy xoyan taraten y tia akan""",,,
"Rudawkurdish/1509687710809833475;""21759"";""21685"";""1"";""1509687710809833475"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:13.028647"";""Twitter:/search/tweets"";""@Rudawkurdish سڵاو  بەڵێ فەرموو هەر شتێکت ویست لێرە نامەیەک جێبێڵە تا خۆم یەمە خەت جوابت ئەیەمەوە ❤""",,,
"Rudawkurdish/1509684360600977409;""21760"";""21685"";""1"";""1509684360600977409"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:13.028647"";""Twitter:/search/tweets"";""@Rudawkurdish پیرۆزە حکومەتی زوڵم و کوشتن قڕکردنی ئیسڵامی داعیش                                 باشتر نێ بەجی ئەو ب… https://t.co/Xc1GEOHAWa""",,,
"Rudawkurdish/1509683378278260739;""21761"";""21685"";""1"";""1509683378278260739"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:13.028647"";""Twitter:/search/tweets"";""@salar493 @Rudawkurdish کا ک سالار ئە کەر نەتوانی قسە ی حە ق بکیت جەبلةش بو ناحه ق لي مه ده""",,,
"Rudawkurdish/1509666414218592264;""21762"";""21685"";""1"";""1509666414218592264"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:13.028647"";""Twitter:/search/tweets"";""@Rudawkurdish @MohammadAbdwlla ئيشيكى زور باشه""",,,
"Rudawkurdish/1509658492038266886;""21763"";""21685"";""1"";""1509658492038266886"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:13.028647"";""Twitter:/search/tweets"";""تا کەی ئەو فەرهەنگە بە نەگۆڕی دەمێنێتەو؟! پیسکردنی ژینگە گوزارشت لە فەرهەنگی ئەو نەتەوەیە دەکا کە کوردستان بە نیشتی… https://t.co/owkPwYHOp1""",,,
"Rudawkurdish/1509640992605057025;""21764"";""21685"";""1"";""1509640992605057025"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:13.028647"";""Twitter:/search/tweets"";""@Rudawkurdish جارێ با پرۆسەی دابەشکردنی مووچەی خانەنشینان چاک بکرێت، دواتر بیر لە تەیارە و شەمەندەفەر بکەنەوە""",,,
"Rudawkurdish/Rudawkurdish;""21765"";""21685"";""1"";""Rudawkurdish"";""offcut"";"""";""fetched (200)"";""2022-04-01 18:09:13.028647"";""Twitter:/search/tweets"";""""",,,
"Rudawkurdish/1509637937331412997;""21766"";""21685"";""1"";""1509637937331412997"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:13.333791"";""Twitter:/search/tweets"";""RT @Rudawkurdish: فرۆشیارێک لە سلێمانی: هەڵووژە بۆیە ئەوەندە گرانە چونکە ژن حەزی لێیە، ئەگەر پیاو حەزی لێبوایە هەزار دیناری نەدەکرد https:/…""",,,
"Rudawkurdish/1509636432465469441;""21767"";""21685"";""1"";""1509636432465469441"";""data"";""statuses.*"";""fetched (200)"";""2022-04-01 18:09:13.333791"";""Twitter:/search/tweets"";""هەینی کەشوهەوا خۆشە و بەشێک لە هاونیشتمانییان دەچنە سەیران  کۆمەڵێک خوێندکاری زانکۆ لە هەولێر پێنجشەممە چوونەتە سەی… https://t.co/JQnNaWaf3J""",,,
